2022-03-13 17:25:02, 35
2022-03-12 17:24:50, 36
2022-03-11 17:23:27, 35
2022-03-10 17:21:53, 36
2022-03-09 17:20:44, 36
2022-03-08 17:19:26, 35
2022-03-07 17:18:51, 35
2022-03-06 17:17:24, 35
2022-03-05 17:16:18, 35
2022-03-04 17:15:17, 37
2022-03-03 17:13:57, 35
2022-03-02 17:13:23, 36
2022-03-01 17:13:16, 35
2022-02-28 17:13:06, 35
2022-02-26 17:11:34, 1
2022-02-25 16:40:01, 1
2022-02-24 16:39:44, 3
2022-02-23 16:38:59, 1
2022-02-22 16:38:10, 2
2022-02-17 16:17:47, 2
2022-02-16 16:17:30, 1
2022-02-15 16:16:49, 1
2022-02-12 16:13:56, 1
2022-02-11 16:12:56, 1
2022-02-09 18:23:46, 1
2022-02-08 17:03:55, 5
2022-02-07 17:03:33, 1
2022-02-04 17:01:37, 2
2022-02-03 17:00:10, 1
2022-02-02 16:59:00, 1
2022-01-29 16:53:57, 1
2022-01-27 16:12:31, 1
2022-01-26 16:11:38, 3
2022-01-25 16:10:25, 2
2022-01-24 16:10:01, 1
2022-01-18 16:03:14, 1
2022-01-17 16:01:56, 2
2022-01-15 16:00:27, 1
2022-01-13 16:00:12, 1
2022-01-12 15:58:53, 2
2022-01-07 15:55:05, 1
2022-01-05 15:52:37, 1
2022-01-04 15:51:33, 1
2022-01-03 15:51:12, 1
2021-12-18 15:37:58, 1
2021-12-15 15:35:37, 2
2021-12-10 15:32:10, 1
2021-12-09 15:31:25, 3
2021-12-07 15:30:25, 3
2021-12-06 15:29:43, 3
2021-12-04 15:28:26, 2
2021-12-03 15:26:28, 4
2021-12-02 15:24:35, 3
2021-11-30 15:22:36, 2
2021-11-29 15:21:35, 1
2021-11-26 14:51:46, 2
2021-11-24 14:49:46, 3
2021-11-23 14:49:31, 5
2021-11-22 14:48:10, 1
2021-11-19 14:46:28, 1
2021-11-18 14:45:36, 2
2021-11-17 14:45:06, 1
2021-11-13 14:43:43, 1
2021-11-11 14:42:40, 1
2021-11-10 14:42:30, 2
2021-11-09 14:41:36, 3
2021-11-08 14:41:32, 2
2021-11-05 14:37:26, 1
2021-11-03 14:36:45, 2
2021-11-02 14:35:32, 5
2021-11-01 14:35:09, 2
2021-10-29 14:33:23, 1
2021-10-27 14:32:03, 1
2021-10-26 14:31:41, 1
2021-10-22 14:27:29, 1
2021-10-21 14:26:52, 2
2021-10-19 14:24:33, 1
2021-10-12 10:08:01, 2
2021-10-08 18:03:05, 77
2021-09-28 18:58:55, 86
2021-09-27 18:57:56, 2
2021-09-09 18:02:43, 1
2021-09-08 18:01:28, 1
2021-09-02 18:01:38, 1
2021-08-31 18:00:23, 1
2021-08-26 18:01:29, 1
2021-08-25 18:00:29, 1
2021-08-24 18:01:16, 2
2021-08-17 18:00:40, 1
2021-08-16 18:01:07, 1
2021-08-13 18:01:00, 1
2021-08-12 18:00:18, 2
2021-08-11 18:02:40, 1
2021-08-10 18:03:03, 1
2021-08-05 18:02:49, 1
2021-08-04 18:02:08, 3
2021-07-28 18:00:16, 1
2021-07-27 18:00:56, 2
2021-07-15 18:00:31, 1
2021-07-13 18:00:10, 1
2021-07-08 18:00:31, 2
2021-07-07 18:01:31, 2
2021-07-06 18:00:54, 1
2021-07-06 00:01:38, 1
2021-06-30 18:00:50, 2
2021-06-29 18:00:53, 3
2021-06-28 18:01:08, 1
2021-06-26 00:39:39, 1
2021-06-22 05:45:51, 3
2021-06-17 18:00:50, 3
2021-06-16 18:00:23, 1
2021-06-15 18:00:15, 4
2021-06-10 18:00:11, 1
2021-06-08 18:01:05, 4
2021-06-07 18:00:58, 1
2021-06-01 18:00:57, 1
2021-05-28 18:00:56, 1
2021-05-27 18:00:26, 2
2021-05-25 18:01:03, 3
2021-05-21 18:00:20, 2
2021-05-20 18:00:38, 1
2021-05-19 18:00:46, 3
2021-05-18 18:00:15, 1
2021-05-15 18:00:09, 1
2021-05-13 18:01:03, 1
2021-05-12 18:01:11, 2
2021-05-10 18:00:26, 1
2021-05-04 18:00:29, 1
2021-04-30 18:00:22, 1
2021-04-29 18:00:32, 1
2021-04-28 18:01:05, 2
2021-04-27 18:00:16, 1
2021-04-23 18:00:25, 1
2021-04-22 18:00:35, 2
2021-04-21 18:00:31, 2
2021-04-16 18:00:46, 1
2021-04-15 18:01:24, 1
2021-04-14 18:00:21, 1
2021-04-13 18:01:06, 2
2021-04-12 18:00:13, 2
2021-04-09 18:01:02, 2
2021-04-08 18:00:47, 3
2021-04-07 18:00:40, 6
2021-04-06 18:00:41, 4
2021-04-02 18:00:27, 2
2021-04-01 18:01:41, 2
2021-03-31 18:02:03, 2
2021-03-30 18:01:14, 3
2021-03-29 18:00:31, 1
2021-03-26 18:00:38, 2
2021-03-25 18:00:34, 2
2021-03-24 18:01:52, 1
2021-03-23 18:01:53, 1
2021-03-19 18:01:08, 2
2021-03-18 18:01:49, 1
2021-03-17 18:00:36, 3
2021-03-16 18:00:31, 2
2021-03-15 18:00:22, 1
2021-03-13 18:01:40, 1
2021-03-11 18:01:43, 1
2021-03-10 18:01:14, 4
2021-03-09 18:03:26, 1
2021-03-08 18:00:30, 3
2021-03-07 18:01:51, 1
2021-03-04 18:01:43, 1
2021-03-01 18:01:07, 1
2021-02-27 18:01:16, 1
2021-02-25 18:01:33, 1
2021-02-24 18:01:45, 1
2021-02-19 18:01:47, 1
2021-02-18 18:00:42, 2
2021-02-17 18:00:58, 2
2021-02-16 18:01:15, 3
2021-02-14 13:41:00, 6
2021-02-03 18:02:06, 4
2021-01-29 18:05:10, 2
2021-01-28 18:17:40, 1
2021-01-27 10:24:03, 4
2021-01-25 18:01:10, 3
2021-01-23 18:00:54, 1
2021-01-22 18:00:54, 2
2021-01-21 18:10:37, 1
2021-01-19 18:01:18, 1
2021-01-16 18:01:15, 1
2021-01-15 18:00:23, 1
2021-01-13 18:01:17, 2
2021-01-12 18:01:23, 1
2021-01-08 18:01:07, 1
2021-01-01 18:10:56, 1
2020-12-31 18:03:04, 1
2020-12-30 18:02:42, 3
2020-12-29 18:04:06, 2
2020-12-21 18:00:45, 3
2020-12-20 18:05:57, 1
2020-12-19 18:01:05, 1
2020-12-18 18:00:18, 1
2020-12-17 18:01:33, 5
2020-12-16 18:02:04, 4
2020-12-12 18:00:22, 2
2020-12-10 18:00:33, 3
2020-12-08 18:00:56, 7
2020-12-08 10:17:30, 1
2020-12-05 18:01:50, 2
2020-12-04 18:00:20, 3
2020-12-02 18:03:19, 3
2020-11-27 18:07:01, 2
2020-11-25 18:00:40, 2
2020-11-24 18:01:00, 2
2020-11-23 18:01:45, 1
2020-11-19 17:29:35, 16
2020-10-10 18:00:23, 1
2020-10-09 18:00:01, 3
2020-10-08 18:00:18, 1
2020-10-07 18:00:23, 2
2020-10-06 18:00:07, 1
2020-10-03 18:00:01, 1
2020-10-02 18:00:10, 2
2020-10-01 18:00:03, 3
2020-09-30 18:00:13, 2
2020-09-29 18:00:21, 2
2020-09-26 18:00:33, 1
2020-09-25 18:00:11, 2
2020-09-24 18:00:13, 1
2020-09-23 18:00:40, 3
2020-09-22 18:00:44, 1
2020-09-18 18:00:08, 1
2020-09-17 18:00:30, 5
2020-09-16 18:00:24, 2
2020-09-15 18:00:08, 1
2020-09-12 18:00:28, 1
2020-09-11 18:00:00, 1
2020-09-07 18:01:02, 1
2020-09-05 18:00:11, 1
2020-09-03 18:00:58, 2
2020-08-28 18:00:11, 2
2020-08-26 18:00:17, 1
2020-08-20 18:00:18, 1
2020-08-19 18:00:22, 1
2020-08-18 18:01:28, 2
2020-08-14 18:01:06, 1
2020-08-13 18:01:53, 2
