2022-03-11 02:00:49, 1
2022-03-09 02:00:44, 1
2022-03-05 02:01:03, 1
2022-03-02 02:00:16, 1
2022-02-24 02:00:54, 2
2022-02-17 02:01:15, 2
2022-02-16 02:00:59, 1
2022-02-09 02:01:09, 1
2022-02-08 02:00:29, 1
2022-01-29 02:00:33, 1
2022-01-28 02:01:25, 1
2022-01-25 02:01:10, 2
2022-01-21 02:00:56, 2
2022-01-14 02:00:43, 1
2022-01-12 02:00:29, 1
2022-01-06 02:00:46, 1
2021-12-16 02:01:17, 2
2021-12-15 02:00:41, 1
2021-12-14 02:00:57, 2
2021-12-11 02:00:55, 1
2021-12-06 02:00:28, 2
2021-12-03 02:01:01, 1
2021-12-01 02:01:16, 3
2021-11-29 15:29:50, 2
2021-11-24 02:00:42, 4
2021-11-19 02:01:06, 2
2021-11-09 02:00:08, 5
2021-11-05 02:01:17, 1
2021-11-04 02:00:05, 2
2021-11-02 02:00:58, 1
2021-10-30 02:01:10, 2
2021-10-28 02:01:00, 1
2021-10-26 02:00:51, 2
2021-10-22 02:00:09, 2
2021-10-16 02:01:04, 2
2021-10-07 02:01:25, 1
2021-10-06 02:00:26, 1
2021-10-01 02:00:33, 1
2021-09-29 02:00:20, 168
2021-09-15 02:00:31, 1
2021-09-07 02:00:36, 1
2021-09-01 02:01:02, 1
2021-08-30 02:01:11, 1
2021-08-17 20:26:26, 3
2021-07-01 02:00:45, 3
2021-06-30 02:00:51, 1
2021-06-26 02:00:10, 1
2021-06-22 14:53:08, 24
2020-05-19 02:00:25, 2
2020-05-15 02:00:18, 1
2020-05-12 02:00:13, 1
2020-05-11 02:00:14, 1
2020-04-15 02:00:04, 2
2020-04-03 02:00:05, 1
2020-03-31 02:00:09, 2
2020-03-27 02:00:12, 1
2020-03-20 02:00:22, 2
2020-03-11 02:00:30, 1
2020-03-06 02:00:16, 1
2020-03-04 02:00:08, 2
2020-03-03 02:00:19, 2
2020-02-29 02:00:24, 1
2020-02-28 02:00:28, 1
2020-02-11 02:00:28, 2
2020-02-04 02:00:12, 2
2020-01-31 02:00:02, 3
2020-01-29 02:00:07, 1
2020-01-23 02:00:07, 1
2020-01-16 02:00:19, 1
2020-01-14 02:00:11, 480
2020-01-09 16:45:41, 634
